Occupations;Code;Pekerjaan
"Engineer, Robotics (IRC)";CIR;#N/A
"Engineer, Sales";ERI;"Insinyur, Penjualan"
"Engineer, Sanitary ";IAC;"Insinyur, Sanitasi"
"Engineer, Sanitary ";IAE;"Insinyur, Sanitasi"
"Engineer, Sanitary ";ICA;"Insinyur, Sanitasi"
"Engineer, Sanitary ";IEA;"Insinyur, Sanitasi"
"Engineer, Sanitary ";IER;"Insinyur, Sanitasi"
"Engineer, Software";IAC;"Insinyur, Perangkat Lunak"
"Engineer, Software";IAE;"Insinyur, Perangkat Lunak"
"Engineer, Software";ICA;"Insinyur, Perangkat Lunak"
"Engineer, Software";IEA;"Insinyur, Perangkat Lunak"
"Engineer, Software";IRE;"Insinyur, Perangkat Lunak"
"Engineer, Software (IRE)";SEA;#N/A
"Engineer, Stationary";RAI;"Insinyur, Alat Tulis"
"Engineer, Stationary";REI;"Insinyur, Alat Tulis"
"Engineer, Transportation";IAC;"Insinyur, Transportasi"
"Engineer, Transportation";IAE;"Insinyur, Transportasi"
"Engineer, Transportation";ICA;"Insinyur, Transportasi"
"Engineer, Transportation";IEA;"Insinyur, Transportasi"
"Engineer, Transportation";ISR;"Insinyur, Transportasi"
"Engineer, Utilities";RAI;"Insinyur, Utilitas"
"Engineer, Utilities";RCI;"Insinyur, Utilitas"
"Engineer, Utilities (RCI)";CRI;#N/A
"Engineer, Utilities (RCI)";CIR;#N/A
"Engineer, Validation";IAC;"Insinyur, Validasi"
"Engineer, Validation";IAE;"Insinyur, Validasi"
"Engineer, Validation";ICA;"Insinyur, Validasi"
"Engineer, Validation";IEA;"Insinyur, Validasi"
"Engineer, Validation";IRC;"Insinyur, Validasi"
"Engineer, Validation (IRC)";CRI;#N/A
"Engineer, Validation (IRC)";CIR;#N/A
"Engineer, Water/Wastewater";IAC;"Insinyur, Air / Air Limbah"
"Engineer, Water/Wastewater";IAE;"Insinyur, Air / Air Limbah"
"Engineer, Water/Wastewater";ICA;"Insinyur, Air / Air Limbah"
"Engineer, Water/Wastewater";IEA;"Insinyur, Air / Air Limbah"
"Engineer, Water/Wastewater";IRE;"Insinyur, Air / Air Limbah"
"Engineer, Water/Wastewater (IRE)";SEA;#N/A
"Engineer, Wind Energy";IAC;"Insinyur, Energi Angin"
"Engineer, Wind Energy";IAE;"Insinyur, Energi Angin"
"Engineer, Wind Energy";ICA;"Insinyur, Energi Angin"
"Engineer, Wind Energy";IEA;"Insinyur, Energi Angin"
"Engineer, Wind Energy";IRE;"Insinyur, Energi Angin"
"Engineer, Wind Energy (IRE)";SEA;#N/A
Engine Tester;RAI;Penguji Mesin
Engine Tester;RIS;Penguji Mesin
"Engraver, Glass Products";RAI;"Pengukir, Produk Kaca"
"Engraver, Glass Products";REA;"Pengukir, Produk Kaca"
"Engraver, Glass Products (REA)";ERA;#N/A
"Engraver, Machine";RAI;"Pengukir, Mesin"
"Engraver, Machine";RCE;"Pengukir, Mesin"
Engrosser;RAC;Penggerutu
Engrosser;RAI;Penggerutu
"Enngineer, Product Safety";IAC;"Insinyur, Keamanan Produk"
"Enngineer, Product Safety";IAE;"Insinyur, Keamanan Produk"
"Enngineer, Product Safety";ICA;"Insinyur, Keamanan Produk"
"Enngineer, Product Safety";IEA;"Insinyur, Keamanan Produk"
"Enngineer, Product Safety";ISE;"Insinyur, Keamanan Produk"
Enterpreneur;ESC;Pengusaha
Environmental Control Installer;RAI;Pemasang Kontrol Lingkungan
Environmental Control Installer;RCI;Pemasang Kontrol Lingkungan
Environmental Control Installer (RCI);CRI;#N/A
Environmental Control Installer (RCI);CIR;#N/A
Environmental Economist;IAC;Ekonom Lingkungan
Environmental Economist;IAE;Ekonom Lingkungan
Environmental Economist;ICA;Ekonom Lingkungan
Environmental Economist;IEA;Ekonom Lingkungan
Environmental Economist;IRE;Ekonom Lingkungan
Environmental Economist (IRE);SEA;#N/A
Environmental Health Scientist;IAC;Ilmuwan Kesehatan Lingkungan
Environmental Health Scientist;IAE;Ilmuwan Kesehatan Lingkungan
Environmental Health Scientist;ICA;Ilmuwan Kesehatan Lingkungan
Environmental Health Scientist;IEA;Ilmuwan Kesehatan Lingkungan
Environmental Health Scientist;ISR;Ilmuwan Kesehatan Lingkungan
Environmental Restoration Planner;RAI;Perencana Restorasi Lingkungan
Environmental Restoration Planner;REA;Perencana Restorasi Lingkungan
Environmental Restoration Planner (REA);ERA;#N/A
Epidemiologist;IAC;Ahli epidemiologi
Epidemiologist;IAE;Ahli epidemiologi
Epidemiologist;ICA;Ahli epidemiologi
Epidemiologist;IEA;Ahli epidemiologi
Epidemiologist;IRE;Ahli epidemiologi
Epidemiologist (IRE);SEA;#N/A
Equal Opportunity Representative;ESA;Wakil kesetaraan Peluang
Equestrian;AER;#N/A
Equestrian (AER);ERA;#N/A
Equipment Installer and Repairer;RAI;Pemasang dan Perbaikan Peralatan
Equipment Installer and Repairer;REI;Pemasang dan Perbaikan Peralatan
Estate Planner;ESI;Perencana Perumahan
Estimator;RAI;Pengukur
Estimator;RCE;Pengukur
Ethnologist;IAC;Ahli etnologi
Ethnologist;IAE;Ahli etnologi
Ethnologist;ICA;Ahli etnologi
Ethnologist;IEA;Ahli etnologi
Ethnologist;IRE;Ahli etnologi
Ethnologist (IRE);SEA;#N/A
"Evaluator, Education";SCA;"Evaluator, Pendidikan"
"Evaluator, Education";SIR;"Evaluator, Pendidikan"
"Evaluator, Education";SRA;"Evaluator, Pendidikan"
Event Planner;ESC;Perencana Acara
Excavating and Loasing Machine Operator;RAI;Operator Menggali dan Memuat  Mesin
Excavating and Loasing Machine Operator;RES;Operator Menggali dan Memuat  Mesin
Excavator;RAI;Penggali
Excavator;RSC;Penggali
Executive Chef;SCA;Koki eksekutif
Executive Chef;SER;Koki eksekutif
Executive Chef;SRA;Koki eksekutif
Executive Housekeeper;ECR;Pengurus Rumah Tangga Eksekutif
"Exercise, Psychologist";IAC;"Latihan, Psikolog"
"Exercise, Psychologist";IAE;"Latihan, Psikolog"
"Exercise, Psychologist";ICA;"Latihan, Psikolog"
"Exercise, Psychologist";IEA;"Latihan, Psikolog"
"Exercise, Psychologist";ISR;"Latihan, Psikolog"
Exhibit Builder;AIC;Pembuat Pameran
Exhibit Builder;ARC;Pembuat Pameran
Exhibit Builder;ASR;Pembuat Pameran
Exhibit Builder (ASR);ARS;#N/A
Exhibit Designer;AIC;Desainer Pameran
Exhibit Designer;ARC;Desainer Pameran
Exhibit Designer;ASE;Desainer Pameran
Expediter;CAE;Ekspeditur
Expediter;CAI;Ekspeditur
Expediter;CAR;Ekspeditur
Expediter;CAS;Ekspeditur
Expediter;CEA;Ekspeditur
Expediter;CSA;Ekspeditur
Expediter;CSE;Ekspeditur
Exterminator;RAI;Pembasmi
Exterminator;RES;Pembasmi
Eyeglass Lens Cutter;RAI;Pemotong Lensa Kacamata
Eyeglass Lens Cutter;RCE;Pemotong Lensa Kacamata
Fabric Designer;AER;#N/A
Fabric Designer (AER);ERA;#N/A
Fabric Inspector;CAE;Inspektur/ Peninjau kain
Fabric Inspector;CAI;Inspektur/ Peninjau kain
Fabric Inspector;CAR;Inspektur/ Peninjau kain
Fabric Inspector;CAS;Inspektur/ Peninjau kain
Fabric Inspector;CEA;Inspektur/ Peninjau kain
Fabric Inspector;CRE;Inspektur/ Peninjau kain
Fabric Inspector;CSA;Inspektur/ Peninjau kain
Fabric Tester;IAC;Penguji Kain
Fabric Tester;IAE;Penguji Kain
Fabric Tester;ICA;Penguji Kain
Fabric Tester;IEA;Penguji Kain
Fabric Tester;IRS;Penguji Kain
"Faculty, Agricultural Sciences";IAC;"Fakultas, Ilmu Pertanian"
"Faculty, Agricultural Sciences";IAE;"Fakultas, Ilmu Pertanian"
"Faculty, Agricultural Sciences";ICA;"Fakultas, Ilmu Pertanian"
"Faculty, Agricultural Sciences";IEA;"Fakultas, Ilmu Pertanian"
"Faculty, Agricultural Sciences";IRS;"Fakultas, Ilmu Pertanian"
"Faculty, Anthropology and Archeology";IAC;"Staf Fakultas, Antropologi dan Arkeologi"
"Faculty, Anthropology and Archeology";IAE;"Staf Fakultas, Antropologi dan Arkeologi"
"Faculty, Anthropology and Archeology";ICA;"Staf Fakultas, Antropologi dan Arkeologi"
"Faculty, Anthropology and Archeology";IEA;"Staf Fakultas, Antropologi dan Arkeologi"
"Faculty, Anthropology and Archeology";ISA;"Staf Fakultas, Antropologi dan Arkeologi"
"Faculty, Anthropology and Archeology (ISA)";AIS;#N/A
"Faculty, Anthropology and Archeology (ISA)";IAS;#N/A
"Faculty, Architecture";IAC;" Staf Fakultas, Arsitektur"
"Faculty, Architecture";IAE;" Staf Fakultas, Arsitektur"
"Faculty, Architecture";ICA;" Staf Fakultas, Arsitektur"
"Faculty, Architecture";IEA;" Staf Fakultas, Arsitektur"
"Faculty, Architecture";ISR;" Staf Fakultas, Arsitektur"
"Faculty, Biological Science";IAC;"Staf Fakultas, Ilmu Biologi"
"Faculty, Biological Science";IAE;"Staf Fakultas, Ilmu Biologi"
"Faculty, Biological Science";ICA;"Staf Fakultas, Ilmu Biologi"
"Faculty, Biological Science";IEA;"Staf Fakultas, Ilmu Biologi"
"Faculty, Biological Science";IRS;"Staf Fakultas, Ilmu Biologi"
"Faculty, Business";ESR;"Staf Fakultas, Bisnis"
"Faculty, Chemistry";IAC;"Staf Fakultas, Kimia"
"Faculty, Chemistry";IAE;"Staf Fakultas, Kimia"
"Faculty, Chemistry";ICA;"Staf Fakultas, Kimia"
"Faculty, Chemistry";IEA;"Staf Fakultas, Kimia"
"Faculty, Chemistry";IRS;"Staf Fakultas, Kimia"
"Faculty, Communications";SCA;"Staf Fakultas, Komunikasi"
"Faculty, Communications";SIA;"Staf Fakultas, Komunikasi"
"Faculty, Communications";SRA;"Staf Fakultas, Komunikasi"
"Faculty, Communications (SIA)";AIS;#N/A
"Faculty, Communications (SIA)";IAS;#N/A
"Faculty, Computer Science";IAC;"Staf Fakultas, Ilmu Komputer"
"Faculty, Computer Science";IAE;"Staf Fakultas, Ilmu Komputer"
"Faculty, Computer Science";ICA;"Staf Fakultas, Ilmu Komputer"
"Faculty, Computer Science";IEA;"Staf Fakultas, Ilmu Komputer"
"Faculty, Computer Science";IRS;"Staf Fakultas, Ilmu Komputer"
"Faculty, Criminal Justice and Law Enforcement";SCA;"Staf Fakultas, Peradilan Pidana dan Penegakan Hukum"
"Faculty, Criminal Justice and Law Enforcement";SIC;"Staf Fakultas, Peradilan Pidana dan Penegakan Hukum"
"Faculty, Criminal Justice and Law Enforcement";SRA;"Staf Fakultas, Peradilan Pidana dan Penegakan Hukum"
"Faculty, Criminal Justice and Law Enforcement (SIC)";ICS;#N/A
"Faculty, Criminal Justice and Law Enforcement (SIC)";SCI;#N/A
"Faculty, Earth and Space Science";IAC;"Staf Fakultas, Ilmu Bumi dan Luar Angkasa"
"Faculty, Earth and Space Science";IAE;"Staf Fakultas, Ilmu Bumi dan Luar Angkasa"
"Faculty, Earth and Space Science";ICA;"Staf Fakultas, Ilmu Bumi dan Luar Angkasa"
"Faculty, Earth and Space Science";IEA;"Staf Fakultas, Ilmu Bumi dan Luar Angkasa"
"Faculty, Earth and Space Science";IRS;"Staf Fakultas, Ilmu Bumi dan Luar Angkasa"
"Faculty, Economics";IAC;"Staf Fakultas, Ekonomi"
"Faculty, Economics";IAE;"Staf Fakultas, Ekonomi"
"Faculty, Economics";ICA;"Staf Fakultas, Ekonomi"
"Faculty, Economics";IEA;"Staf Fakultas, Ekonomi"
"Faculty, Economics";IES;"Staf Fakultas, Ekonomi"
"Faculty, Education";SCA;"Staf Fakultas, Ekonomi"
"Faculty, Education";SIE;"Staf Fakultas, Ekonomi"
"Faculty, Education";SRA;"Staf Fakultas, Ekonomi"
"Faculty, Engineering";IAC;"Staf Fakultas, Teknik Mesin"
"Faculty, Engineering";IAE;"Staf Fakultas, Teknik Mesin"
"Faculty, Engineering";ICA;"Staf Fakultas, Teknik Mesin"
"Faculty, Engineering";IEA;"Staf Fakultas, Teknik Mesin"
"Faculty, Engineering";ISR;"Staf Fakultas, Teknik Mesin"
"Faculty, English Language and Literature";AIC;"Staf Fakultas, Bahasa Inggris, dan Sastra"
"Faculty, English Language and Literature";ARC;"Staf Fakultas, Bahasa Inggris, dan Sastra"
"Faculty, English Language and Literature";ASI;"Staf Fakultas, Bahasa Inggris, dan Sastra"
"Faculty, English Language and Literature (ASI)";AIS;#N/A
"Faculty, English Language and Literature (ASI)";IAS;#N/A
"Faculty, Environmental Services";SCA;"Staf Fakultas, Layanan Lingkungan"
"Faculty, Environmental Services";SEI;"Staf Fakultas, Layanan Lingkungan"
"Faculty, Environmental Services";SRA;"Staf Fakultas, Layanan Lingkungan"
"Faculty, Ethnic and Cultural Studies";SCA;"Staf Fakultas, Studi Etnis dan Budaya"
"Faculty, Ethnic and Cultural Studies";SEI;"Staf Fakultas, Studi Etnis dan Budaya"
"Faculty, Ethnic and Cultural Studies";SRA;"Staf Fakultas, Studi Etnis dan Budaya"
"Faculty, Family and Consumer Sciences";SCA;"Staf Fakultas, Keluarga dan Ilmu Konsumen"
"Faculty, Family and Consumer Sciences";SEA;"Staf Fakultas, Keluarga dan Ilmu Konsumen"
"Faculty, Family and Consumer Sciences";SRA;"Staf Fakultas, Keluarga dan Ilmu Konsumen"
"Faculty, Fine Arts";AIC;"Staf Fakultas, Seni Rupa"
"Faculty, Fine Arts";ARC;"Staf Fakultas, Seni Rupa"
"Faculty, Fine Arts";ASI;"Staf Fakultas, Seni Rupa"
"Faculty, Fine Arts (ASI)";AIS;#N/A
"Faculty, Fine Arts (ASI)";IAS;#N/A
"Faculty, Foreign Laguage and Literature";AIC;"Staf Fakultas, Bahasa dan Sastra Asing"
"Faculty, Foreign Laguage and Literature";ARC;"Staf Fakultas, Bahasa dan Sastra Asing"
"Faculty, Foreign Laguage and Literature";ASE;"Staf Fakultas, Bahasa dan Sastra Asing"
"Faculty, Forestry and Conservation Science";IAC;"Staf Fakultas, Kehutanan dan Ilmu Konservasi"
"Faculty, Forestry and Conservation Science";IAE;"Staf Fakultas, Kehutanan dan Ilmu Konservasi"
"Faculty, Forestry and Conservation Science";ICA;"Staf Fakultas, Kehutanan dan Ilmu Konservasi"
"Faculty, Forestry and Conservation Science";IEA;"Staf Fakultas, Kehutanan dan Ilmu Konservasi"
"Faculty, Forestry and Conservation Science";IRS;"Staf Fakultas, Kehutanan dan Ilmu Konservasi"
"Faculty, Geography";IAC;"Staf Fakultas, Geografi"
"Faculty, Geography";IAE;"Staf Fakultas, Geografi"
"Faculty, Geography";ICA;"Staf Fakultas, Geografi"
"Faculty, Geography";IEA;"Staf Fakultas, Geografi"
"Faculty, Geography";ISR;"Staf Fakultas, Geografi"
"Faculty, Health Specialist";IAC;"Staf Fakultas, Spesialis Kesehatan"
"Faculty, Health Specialist";IAE;"Staf Fakultas, Spesialis Kesehatan"
"Faculty, Health Specialist";ICA;"Staf Fakultas, Spesialis Kesehatan"
"Faculty, Health Specialist";IEA;"Staf Fakultas, Spesialis Kesehatan"
"Faculty, Health Specialist";IES;"Staf Fakultas, Spesialis Kesehatan"
"Faculty, History";SCA;"Staf Fakultas, Sejarah"
"Faculty, History";SEI;"Staf Fakultas, Sejarah"
"Faculty, History";SRA;"Staf Fakultas, Sejarah"
"Faculty, Law";ESI;"Staf Fakultas, Hukum"
"Faculty, Library Science";SCA;"Staf Fakultas, Ilmu Perpustakaan"
"Faculty, Library Science";SIE;"Staf Fakultas, Ilmu Perpustakaan"
"Faculty, Library Science";SRA;"Staf Fakultas, Ilmu Perpustakaan"
"Faculty, Mathematics";IAC;"Staf Fakultas, Matematika"
"Faculty, Mathematics";IAE;"Staf Fakultas, Matematika"
"Faculty, Mathematics";ICA;"Staf Fakultas, Matematika"
"Faculty, Mathematics";IEA;"Staf Fakultas, Matematika"
"Faculty, Mathematics";IES;"Staf Fakultas, Matematika"
"Faculty Member, College or University";SCA;"Staf Fakultas, Perguruan Tinggi atau Universitas"
"Faculty Member, College or University";SEI;"Staf Fakultas, Perguruan Tinggi atau Universitas"
"Faculty Member, College or University";SRA;"Staf Fakultas, Perguruan Tinggi atau Universitas"
"Faculty, Philosophy and Religion";IAC;"Staf Fakultas, Filsafat dan Agama"
"Faculty, Philosophy and Religion";IAE;"Staf Fakultas, Filsafat dan Agama"
"Faculty, Philosophy and Religion";ICA;"Staf Fakultas, Filsafat dan Agama"
"Faculty, Philosophy and Religion";IEA;"Staf Fakultas, Filsafat dan Agama"
"Faculty, Philosophy and Religion";IES;"Staf Fakultas, Filsafat dan Agama"
"Faculty, Physics";IAC;"Staf Fakultas, Fisika"
"Faculty, Physics";IAE;"Staf Fakultas, Fisika"
"Faculty, Physics";ICA;"Staf Fakultas, Fisika"
"Faculty, Physics";IEA;"Staf Fakultas, Fisika"
"Faculty, Physics";IES;"Staf Fakultas, Fisika"
"Faculty, Political Science";SCA;"Staf Fakultas, Ilmu Politik"
"Faculty, Political Science";SEI;"Staf Fakultas, Ilmu Politik"
"Faculty, Political Science";SRA;"Staf Fakultas, Ilmu Politik"
"Faculty, Psychology";IAC;"Staf Fakultas, Psikologi"
"Faculty, Psychology";IAE;"Staf Fakultas, Psikologi"
"Faculty, Psychology";ICA;"Staf Fakultas, Psikologi"
"Faculty, Psychology";IEA;"Staf Fakultas, Psikologi"
"Faculty, Psychology";ISE;"Staf Fakultas, Psikologi"
"Faculty, Social Work";SCA;"Staf Fakultas, Pekerjaan Sosial"
"Faculty, Social Work";SEI;"Staf Fakultas, Pekerjaan Sosial"
"Faculty, Social Work";SRA;"Staf Fakultas, Pekerjaan Sosial"
"Faculty, Sociology";SCA;"Staf Fakultas, Sosiologi"
"Faculty, Sociology";SIE;"Staf Fakultas, Sosiologi"
"Faculty, Sociology";SRA;"Staf Fakultas, Sosiologi"
"Farmer, General";RAI;"Petani, Ketua"
"Farmer, General";RIS;"Petani, Ketua"
Farmer/ Rancher;RAI;Petani / Peternakan
Farmer/ Rancher;RSI;Petani / Peternakan
Farm Medicine Operator;RAI;Operator obat pertanian
Farm Medicine Operator;RIE;Operator obat pertanian
Farmworker;RAI;Pekerja tani
Farmworker;RSE;Pekerja tani
Fashion Coordinator;EAS;Koordinator Busana
Fashion Designer;AIC;Desainer Busana
Fashion Designer;ARC;Desainer Busana
Fashion Designer;ASR;Desainer Busana
Fashion Designer (ASR);ARS;#N/A
Fashion Model;EAS;Model Busana
Fast Food Worker;SCA;Pekerja Makanan Cepat Saji
Fast Food Worker;SCR;Pekerja Makanan Cepat Saji
Fast Food Worker;SRA;Pekerja Makanan Cepat Saji
Ferryboat Captain;ESI;Kapten Kapal Ferry
Field Contractor;SCA;Kontraktor Lapangan
Field Contractor;SEA;Kontraktor Lapangan
Field Contractor;SRA;Kontraktor Lapangan
"Field Supervisor, Agricultural Workers";EAS;"Pengawas Lapangan, Pekerja Pertanian"
File Clerk;CAE;Juru arsip
File Clerk;CAI;Juru arsip
File Clerk;CAR;Juru arsip
File Clerk;CAS;Juru arsip
File Clerk;CEA;Juru arsip
File Clerk;CSA;Juru arsip
File Clerk;CSR;Juru arsip
Film Laboratory Technician;RAI;Teknisi Laboratorium Film
Film Laboratory Technician;RCE;Teknisi Laboratorium Film
Film Projectionist;RAI;Proyektor Film
Film Projectionist;RIE;Proyektor Film
Financial Aid Officer;SCA;Petugas Bantuan Keuangan
Financial Aid Officer;SEC;Petugas Bantuan Keuangan
Financial Aid Officer;SRA;Petugas Bantuan Keuangan
Financial Manager;ESI;Manajer keuangan
Financial Planner;ESC;Perencana Keuangan
Fingerprint Clerk;CAE;Petugas Sidik Jari
Fingerprint Clerk;CAI;Petugas Sidik Jari
Fingerprint Clerk;CAR;Petugas Sidik Jari
Fingerprint Clerk;CAS;Petugas Sidik Jari
Fingerprint Clerk;CEA;Petugas Sidik Jari
Fingerprint Clerk;CEI;Petugas Sidik Jari
Fingerprint Clerk;CSA;Petugas Sidik Jari
Fingerprint Clerk (CEI);ICE;#N/A
Fingerprint Clerk (CEI);CIE;#N/A
Fire Department Battalion Chief;EIS;Kepala Batalyon Pemadam Kebakaran
Fire Fighter;RAI;Pemadam Kebakaran
Fire Fighter;RSI;Pemadam Kebakaran
Fire Inspector;CAE;Inspektur Kebakaran
Fire Inspector;CAI;Inspektur Kebakaran
Fire Inspector;CAR;Inspektur Kebakaran
Fire Inspector;CAS;Inspektur Kebakaran
Fire Inspector;CEA;Inspektur Kebakaran
Fire Inspector;CES;Inspektur Kebakaran
Fire Inspector;CSA;Inspektur Kebakaran
Fire Investigator;IAC;Investigator  Kebakaran
Fire Investigator;IAE;Investigator  Kebakaran
Fire Investigator;ICA;Investigator  Kebakaran
Fire Investigator;IEA;Investigator  Kebakaran
Fire Investigator;IRC;Investigator  Kebakaran
Fire Investigator (IRC);CRI;#N/A
Fire Investigator (IRC);CIR;#N/A
Fire Marshal;ERS;Perwira Tertinggi Pemadam Kebakaran
"Fire Marshal, Governmental Services";ESR;"Perwira Tertinggi Pemadam Kebakaran, Layanan Pemerintah"
Fire Protection Engineering Technician;CAE;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CAI;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CAR;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CAS;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CEA;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CRI;Teknisi Mesin Perlindungan Kebakaran
Fire Protection Engineering Technician;CSA;Teknisi Mesin Perlindungan Kebakaran
Fire Warden;ESR;Petugas Pemadam Kebakaran
Fireworks Display Specialist;RAI;Spesialis Tampilan Kembang Api
Fireworks Display Specialist;REI;Spesialis Tampilan Kembang Api
Fish ad Game Warden;RAI;Penjaga Permainan dan Ikan
Fish ad Game Warden;RES;Penjaga Permainan dan Ikan
Fish Farmer;RAI;Peternak Ikan
Fish Farmer;REI;Peternak Ikan
Fitness and Wellness Coordinator;EIS;Koordinator Kebugaran
Fitness Trainer and Aerobics Instructor;SCA;Pelatih Kebugaran dan Instruktur Aerobik
Fitness Trainer and Aerobics Instructor;SRA;Pelatih Kebugaran dan Instruktur Aerobik
Fitness Trainer and Aerobics Instructor;SRE;Pelatih Kebugaran dan Instruktur Aerobik
Flight Attendant;ESA;Pramugari
Floral Designer;AIC;Desainer Bunga
Floral Designer;ARC;Desainer Bunga
Floral Designer;ARE;Desainer Bunga
Floral Designer (ARE);ERA;#N/A
Flying Instructor;SCA;Instruktur Penerbangan
Flying Instructor;SRA;Instruktur Penerbangan
Flying Instructor;SRE;Instruktur Penerbangan
Food and Drug Inspector;SAE;Inspektur Makanan dan Obat-obatan
