Program Studi;Kode
Industrial Production Technology Technology/Technician;ICA
Industrial Technology/Technician;ICA
Informatics;ICA
Information Science/Studies;ICA
Laser and Optical Technology/Technician;ICA
Manufacturing Engineering Technology/Technician;ICA
Marine Biology and Biological Oceanography;ICA
Marine Sciences;ICA
Materials Engineering;ICA
Mathematical Statistics and Probability;ICA
Mechanical Drafting and Computer Aided Design;ICA
Mechanical Engineering;ICA
Mechanical Engineering/Mechanical Technology/Technician;ICA
Medical Anthropology;ICA
Medical Informatics;ICA
Medicinal and Pharmaceutical Chemistry;ICA
Metallurgical Engineering;ICA
Natural Resource Economics;ICA
Natural Resource/Connversation;ICA
Neuropharmacology;ICA
Nuclear Physics;ICA
"Oceanography, Chemical and Physical";ICA
Oncology and Cancer Biology;ICA
Operations Research;ICA
Optics/Optical Sciences;ICA
Pathology/Experimental Pathology;ICA
Pharmaceutical Sciences;ICA
Pharmaceutics and Drug Design;ICA
Pharmacology and Toxicology;ICA
Physical and Biological Anthropology;ICA
Physical Science Technology/Technician;ICA
Physics;ICA
Physiology;ICA
"Physiology, Pathology, and Related Sciences";ICA
Planetary Astronomy and Science;ICA
Plasma and High Temperature Physics;ICA
Polymer/Plastics Engineering;ICA
Statistics;ICA
Textile Sciences and Egineering;ICA
Theoretical and Mathematical Physics;ICA
Veterinary Sciences/Veterinary Clinical Sciences;ICA
Vision Science/Physiological Optics;ICA
"Water, Wetlands, and Marine Resources Management";ICA
Wildlife Biology;ICA
"Wildlife, Fish and Wildlands Science and Management";ICA
Zoology/Animal Biology;ICA
Architectural Drafting and Architectural CAD/CADD;ICA
Architectural Sciences and Technology;ICA
Architectural Technology/Technician;ICA
"Biomathematics, Bioinformatics, ad Computational Biology";ICA
CAD/CADD Drafting and/or Design Technology/Technician;ICA
Clinical and Industrial Drug Development;ICA
Computer Graphics;ICA
Computer Programming;ICA
Computer Software Technology/Technician;ICA
Drafting and Design Technology;ICA
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD;ICA
Environmental Science;ICA
Fire/Arson Investigation and Prevention;ICA
Forensic Science and Technology;ICA
Forest Techology/Technician;ICA
Gene/Genetic Therapy;ICA
Geographic Information Science and Cartography;ICA
Industrial and Physical Pharmacy and Cosmetic Sciences;ICA
Management Information Systems;ICA
Medical Office Computer Specialist/Assistant;ICA
Nanotechnology;ICA
Perfusion Technology/Perfusionist;ICA
Biology/Biological Sciences;ICA
Population Biology;ICA
Structural Biology;ICA
Business/Managerial Economics;ICA
Development Economics and International Development;ICA
Economics;ICA
"Foreign Languages, Literatures, and Linguistics";ICA
"Linguistic, Comparative, and Related Language Studies and Services";ICA
Accupunture and Oriental Medicine;ICA
Aromatherapy;ICA
Audiology/Audiologist;ICA
Ayurvedic Medicine/Ayurveda;ICA
Cardiopulmonary Technology/Technologist;ICA
Chiropractic;ICA
Dental Clinical Sciences;ICA
Dental Public Health and Education;ICA
Dentistry;ICA
Dermatology;ICA
Dieetetics and Clinical Nutrition Services;ICA
Exercise Physiology;ICA
Food Science;ICA
Food Technology and Processing;ICA
Geochemistry and Petrology;ICA
Geological and Erath Science/Geosciences;ICA
Geophysics and Seismology;ICA
Geriatric Medicine;ICA
Holistic Health;ICA
Homeopathic Medicine/Homeopathy;ICA
International Agriculture;ICA
Kinesiology and Exercise Science;ICA
Ophthalmology;ICA
Orthoptics/Orthoptist;ICA
Pain Medicine;ICA
Paleontology;ICA
Pathology/Pathologist Assistant;ICA
Polarity Therapy;ICA
Reiki;ICA
Rheumatology;ICA
Surgical Technology/Technologist;ICA
Applied Psychology;ICA
Internal Medicine;ICA
Physician Assistant;ICA
Psychiatry;ICA
Psychopharmacology;ICA
Actuarial Science;ICA
Alergy and Immunology;ICA
Alternative and Complementary Medicine and Medical Systems;ICA
Behavioral Science;ICA
Cardiology;ICA
Clinical Genetics;ICA
Family Medicine;ICA
Forensic Psychology;ICA
Immunology;ICA
Medicine;ICA
Optometry;ICA
Osteopathic Medicine/Osteopathy;ICA
Radiologist Assistant;ICA
Applied Liguistics;ICA
Aquatic Biology;ICA
"Cell Biology, Anomatical Science and Anatomy";ICA
Computer Systems Networking and Telecommunications;ICA
Developmental Biology and Embryology;ICA
Environmental Biology;ICA
Linguistics;ICA
Microbiology;ICA
Photobiology;ICA
Plant Molecular Biology;ICA
Renal/Dialysis Technologist/Technician;ICA
"Aerospace, Aeronautical and Astronautical/Space Engineering";ICA
Agricultural Engineering;ICA
Algebra and Number Theory;ICA
Analysis and Functional Analysis;ICA
Analytical Chemistry;ICA
Anatomy;ICA
applied Mathematics;ICA
Architectural and Buildinh Sciences/Technology;ICA
Architectural Engineering;ICA
Architecture;ICA
Biochemical Engineering ;ICA
"Biochemistry, Biophysics, and Molecular Biology";ICA
Bioengineering and Biomedical Engineering;ICA
Biotechnology;ICA
Chemical Engineering;ICA
Chemical Physics;ICA
Chemistry;ICA
"City/Urban, Community, and Regional Planning";ICA
Civil Engineering;ICA
Cognitive Psychology and Psycholinguistics;ICA
Computational and Applied Mathematics;ICA
Computational Mathematics;ICA
Computer Engineering;ICA
Computer Hardware Engineerig;ICA
Computer Software Engineerig;ICA
Computer Systems Analysis/Analyst;ICA
Construction Egineering;ICA
Demography and Population Studies;ICA
Electrical and Electronics Engineering;ICA
"Electrical, Electronics, and Communications Engineering";ICA
Engineering;ICA
Engineering Chemistry;ICA
Engineering Design;ICA
Engineering Mechanics;ICA
Engineering Physics/Applied Physics;ICA
Engineering Science;ICA
Financial Mathematics;ICA
Forest Enginneering;ICA
Geological/Geophysical Engineering;ICA
Geometry/Geometric Analysis;ICA
Industrial Engineering;ICA
Information Resources Management;ICA
Information Technology;ICA
Inorganic Chemistry;ICA
Landscape Architecture;ICA
Laser and Optical Egineering;ICA
Logic;ICA
Manufacturing Engineering;ICA
Materials Chemistry;ICA
Materials Science;ICA
Mathematical Biology;ICA
Mathematics;ICA
"Mechatronics, Robotics, and Automation Engineering";ICA
Medical Scientist;ICA
Mining and Mineral Engineering;ICA
"Modeling, Virtual Environments and Simulation";ICA
Natural Producs Chemistry and Pharmacognosy;ICA
Natural Resources Management and Policy;ICA
Natural Sciences;ICA
Naval Architecture and Marine Engineering;ICA
Nuclear Engineering;ICA
Nutrition Sciences;ICA
Ocean Engineering;ICA
Organic Chemistry;ICA
Paper Science and Engineering;ICA
Petroleum Engineering ;ICA
Pharmacology;ICA
Physical Chemistry;ICA
Physical Sciences;ICA
Polymer Chemistry;ICA
Sociology;ICA
Structural Engineering;ICA
Surveying Engineering;ICA
Surveying Technology/Surveying;ICA
Systems Engineering;ICA
Theoretical Chemistry;ICA
Tipology and Foundations;ICA
Toxicology;ICA
Transportation and Highway Engineering;ICA
Virology;ICA
Water Resources Engineering;ICA
Applied Behavior Analysis;ICA
Clinical Child Psychology;ICA
Clinical Hospital and Management Care Pharmacy;ICA
Criminal Justice Safety Studies;ICA
Criminology;ICA
Developmental and Child Psychology;ICA
Educational Psychology;ICA
Environmental Psychology;ICA
Experimental Psychology;ICA
Pharmacy;ICA
Pharmacy Administration and Pharmacy Policy and Regulatory Affairs;ICA
"Pharmacy, Pharmaceutical Sciences, and Administration";ICA
Psychology;ICA
Psychometrics and Quantitative Psychology;ICA
Research and Experimental Psychology;ICA
Rural Sociology;ICA
School Psychology;ICA
Environmental/Envoronmental Health Engineering;ICA
Pharmacoeconomics/Pharmaceutical Ecoomics;ICA
Cytotechnology/Cytotechnologist;ICA
Biopsychology;ICS
Aerospace Physiology and Medicine;ICS
Agricultural and Horticultural Plant Breeding;ICS
Agriculture;ICS
Agroecology and Sustainable Agriculture;ICS
Agronomy and Crop Science;ICS
Aesthesiology;ICS
Atmospheric Chemistry and Climatology;ICS
Atmospheric Sciences and Meteorology;ICS
Automation Engineer Techology/Technician;ICS
Biochemistry;ICS
Biological and Physical Sciences;ICS
Biomedical Sciences;ICS
Botany/Plant Biology;ICS
Chemical Process Technology;ICS
Chemical Technology/Technician;ICS
Computational Biology;ICS
Computational Science;ICS
Dairy Science;ICS
Electromechanical and Instrumetation and Maintenance Technology/Technician;ICS
Electromechanical Technology/Electromechanical Engineering Technology;ICS
Endodontics/Endodontology;ICS
Environmental Engineering Technology/Environmental Technology;ICS
Evolutionary Biology;ICS
Forest Management/Forest Resources Management;ICS
Forest Resources Production and Management;ICS
Forest Sciences and Biology;ICS
Genetics;ICS
Genome Sciences/Genomics;ICS
Horticultural Science;ICS
Human/Medical Genetics;ICS
Hydraulics and Fluid Power Technology/Technician;ICS
Mathematics and Computer Science;ICS
Medical Microbiology and Bacteriology;ICS
Meteorology;ICS
Microbial and Eukaryotic Genetics;ICS
Museology/Museum Studies;ICS
Neuroanatomy;ICS
Neurobiology;ICS
Neuroscience;ICS
Obstetrics and Gynecology;ICS
Oral Biology and Oral and Maxillofacial Pathology;ICS
Oral/Maxillofacial Surgery;ICS
Parasitology;ICS
Periodontics/Periodontology;ICS
Plant Genetics;ICS
Plant Pathology/Phytopathology;ICS
Plant Physiology;ICS
Plant Protection ad Integrated Pest Management;ICS
Plant Sciences;ICS
Radiation Biology/Radiobiology;ICS
Radiation Protection/Health Physics Technician;ICS
Range Science and Management;ICS
Robotics Technology/Technician;ICS
Small/Companion Animal Surgery and Medicine;ICS
Soil Chemistry and Physics;ICS
Soil Microbiology;ICS
Soil Science and Agronomy;ICS
Soil Sciences;ICS
Waterinary Medicine;ICS
Witvulture and Etology;ICS
Wood Science and Wood Products Pulp and Paper Technology;ICS
Acoustics;ICS
Animal Health and Science;ICS
Anthropology;ICS
Archeology;ICS
Architectural Engineering Technoloy/Technician;ICS
Artificial Intelligence;ICS
Astronomy;ICS
Astrophysics;ICS
Atomic/Molecular Physics;ICS
Bioinformatics;ICS
"Biology, Reproductive";ICS
Biometry/Biometrics;ICS
Biophysics;ICS
Biostatistics;ICS
Blood Bank Technology Specialist;ICS
Business Statistics;ICS
Cardiovascular Science;ICS
Cell Physiology;ICS
Ceramic Sciences and Engineering;ICS
Clinical Laboratory Science/Medical Technology/Technologist;ICS
Clinical/Medical Laboratory Assistant/Technician;ICS
Clinical/Medical Laboratory Science and Allied Professions;ICS
Computer and Information Sciences;ICS
Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist;ICS
Computer Science;ICS
Compiter Technology/Computer Systems Technology;ICS
Conservation Biology;ICS
Cultural Anthropology;ICS
Data Modeling/Warehousing and Database Administration;ICS
Ecology;ICS
Electrical and Electronic Engineering Technology/Technician;ICS
Electromechanical Engineering;ICS
Elementary Particle Physics;ICS
Endocrinology;ICS
Entomology;ICS
Environmental Chemistry;ICS
Environmental Health;ICS
Environmental Toxicology;ICS
Epidemiology;ICS
Game and Interactive Media Design;ICS
Geography;ICS
Geology/Earth Science;ICS
Geotechnical ad Geoenvironmental Engineering;ICS
Gerontology;ICS
Hazardous Materials Management and Waste Technology/Technician;ICS
Health/Medical Physics;ICS
Hematology Technology/Technician;ICS
Histologic Technology/Histotechnologist;ICS
Human Biology;ICS
Hydrology and Water Resources Science;ICS
Industrial Production Technology Technology/Technician;ICS
Industrial Technology/Technician;ICS
Informatics;ICS
Information Science/Studies;ICS
Laser and Optical Technology/Technician;ICS
Manufacturing Engineering Technology/Technician;ICS
Marine Biology and Biological Oceanography;ICS
Marine Sciences;ICS
Materials Engineering;ICS
Mathematical Statistics and Probability;ICS
Mechanical Drafting and Computer Aided Design;ICS
Mechanical Engineering;ICS
Mechanical Engineering/Mechanical Technology/Technician;ICS
Medical Anthropology;ICS
Medical Informatics;ICS
Medicinal and Pharmaceutical Chemistry;ICS
Metallurgical Engineering;ICS
Natural Resource Economics;ICS
Natural Resource/Connversation;ICS
Neuropharmacology;ICS
Nuclear Physics;ICS
"Oceanography, Chemical and Physical";ICS
Oncology and Cancer Biology;ICS
Operations Research;ICS
Optics/Optical Sciences;ICS
Pathology/Experimental Pathology;ICS
Pharmaceutical Sciences;ICS
Pharmaceutics and Drug Design;ICS
Pharmacology and Toxicology;ICS
Physical and Biological Anthropology;ICS
Physical Science Technology/Technician;ICS
Physics;ICS
Physiology;ICS
"Physiology, Pathology, and Related Sciences";ICS
Planetary Astronomy and Science;ICS
Plasma and High Temperature Physics;ICS
Polymer/Plastics Engineering;ICS
Statistics;ICS
Textile Sciences and Egineering;ICS
Theoretical and Mathematical Physics;ICS
Veterinary Sciences/Veterinary Clinical Sciences;ICS
Vision Science/Physiological Optics;ICS
"Water, Wetlands, and Marine Resources Management";ICS
Wildlife Biology;ICS
"Wildlife, Fish and Wildlands Science and Management";ICS
Zoology/Animal Biology;ICS
Architectural Drafting and Architectural CAD/CADD;ICS
Architectural Sciences and Technology;ICS
Architectural Technology/Technician;ICS
"Biomathematics, Bioinformatics, ad Computational Biology";ICS
CAD/CADD Drafting and/or Design Technology/Technician;ICS
Clinical and Industrial Drug Development;ICS
Computer Graphics;ICS
Computer Programming;ICS
Computer Software Technology/Technician;ICS
Drafting and Design Technology;ICS
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD;ICS
Environmental Science;ICS
Fire/Arson Investigation and Prevention;ICS
Forensic Science and Technology;ICS
Forest Techology/Technician;ICS
Gene/Genetic Therapy;ICS
Geographic Information Science and Cartography;ICS
Industrial and Physical Pharmacy and Cosmetic Sciences;ICS
Management Information Systems;ICS
Medical Office Computer Specialist/Assistant;ICS
Nanotechnology;ICS
Perfusion Technology/Perfusionist;ICS
Biology/Biological Sciences;ICS
Population Biology;ICS
Structural Biology;ICS
Business/Managerial Economics;ICS
Development Economics and International Development;ICS
Economics;ICS
"Foreign Languages, Literatures, and Linguistics";ICS
"Linguistic, Comparative, and Related Language Studies and Services";ICS
Accupunture and Oriental Medicine;ICS
Aromatherapy;ICS
Audiology/Audiologist;ICS
Ayurvedic Medicine/Ayurveda;ICS
Cardiopulmonary Technology/Technologist;ICS
Chiropractic;ICS
Dental Clinical Sciences;ICS
Dental Public Health and Education;ICS
Dentistry;ICS
Dermatology;ICS
Dieetetics and Clinical Nutrition Services;ICS
Exercise Physiology;ICS
Food Science;ICS
Food Technology and Processing;ICS
Geochemistry and Petrology;ICS
Geological and Erath Science/Geosciences;ICS
Geophysics and Seismology;ICS
Geriatric Medicine;ICS
Holistic Health;ICS
Homeopathic Medicine/Homeopathy;ICS
International Agriculture;ICS
Kinesiology and Exercise Science;ICS
Ophthalmology;ICS
Orthoptics/Orthoptist;ICS
Pain Medicine;ICS
Paleontology;ICS
Pathology/Pathologist Assistant;ICS
Polarity Therapy;ICS
Reiki;ICS
Rheumatology;ICS
Surgical Technology/Technologist;ICS
Applied Psychology;ICS
Internal Medicine;ICS
Physician Assistant;ICS
Psychiatry;ICS
Psychopharmacology;ICS
Actuarial Science;ICS
Alergy and Immunology;ICS
Alternative and Complementary Medicine and Medical Systems;ICS
